movie_id,user_id,rating
1996310,2898520,7
1996310,2082018,7
1996310,14295241,7
1996310,0960268,7
1996310,55454411,7
1996310,14150913,7
1996310,23114805,7
1996310,5409402,7
1996310,41848497,7
0113820,3501803,7
0113820,0671107,7
0113820,0114560,7
0113820,39765889,7
0113820,1613135,7
0113820,35193004,7
0113820,44413160,7
0113820,2783700,7
0113820,2402868,7
0113820,21282861,7
0113820,5212180,7
0113820,10897216,7
0113820,2647844,7
0113820,3856846,7
0113820,15321678,7
0113820,32292565,7
1322312,2898520,7
1322312,22668817,7
1322312,22171966,7
1322312,15977902,7
1322312,2444068,7
1322312,6141756,7
1322312,19511193,7
1322312,8766134,7
1322312,0635312,7
1322312,23415028,7
1322312,98002597,7
1322312,0041696,7
1322312,105187335,7
1322312,23748553,7
1322312,22751350,7
1322312,8465799,7
1322312,7105118,7
1322312,0332491,7
1322312,68523882,7
1322312,0827091,7
1322312,23063840,7
1322312,9712285,7
1322312,4425000,7
1322312,26353557,7
1322312,4798063,7
10060094,0972645,7
10060094,109116732,7
10060094,51857449,7
10060094,123157947,7
10060094,109943134,7
10060094,50918472,7
10060094,52478674,7
10060094,82443036,7
10060094,67736454,7
10060094,72893895,7
10060094,83055182,7
10060094,99753616,7
10060094,65654967,7
10060094,73753920,7
10060094,82174966,7
10060094,110497397,7
10060094,111016254,7
10060094,50841571,7
10060094,110282884,7
10060094,110850993,7
10060094,111016268,7
0181984,0438066,7
0181984,0342623,7
0181984,60028700,7
0181984,0663392,7
0181984,2706684,7
0181984,14295241,7
0181984,2042633,7
0181984,47100167,7
0181984,0167865,7
0181984,0159565,7
0181984,0625436,7
0181984,1391405,7
0181984,0073800,7
0181984,8345459,7
0181984,84494044,7
0181984,0394518,7
0181984,0012270,7
0181984,0163275,7
0181984,0060099,7
0181984,1116143,7
0181984,0356641,7
0181984,11840447,7
0181984,0455949,7
0181984,0895094,7
0181984,0884017,7
1675434,1234929,7
1675434,15977902,7
1675434,17699578,7
1675434,0547823,7
1675434,26820801,7
1675434,2263198,7
1675434,11148131,7
1675434,1419266,7
1675434,50463365,7
1675434,17108559,7
1675434,46647047,7
1675434,2655139,7
1675434,6499406,7
1675434,108799802,7
1675434,83639167,7
1675434,64394634,7
1675434,63041709,7
1675434,96383183,7
1675434,118334204,7
1675434,56010178,7
1675434,48904438,7
1675434,52724619,7
1675434,20920983,7
1675434,31212026,7
1675434,40542731,7
1742334,0482513,7
1742334,77881167,7
1742334,50489624,7
1742334,0937743,7
1742334,7813355,7
1742334,17901972,7
1742334,1406466,7
1742334,17646017,7
1742334,20327151,7
1742334,45707659,7
1742334,5946448,7
1742334,2929860,7
1742334,27077890,7
1742334,4145136,7
1742334,29937976,7
1742334,15857362,7
1742334,27550947,7
1742334,23949705,7
1742334,3798706,7
1742334,86595662,7
1742334,8846462,7
1742334,23717702,7
1742334,57728530,7
1742334,2975887,7
1742334,16965965,7
0105323,4445210,7
0105323,0819382,7
0105323,2248099,7
0105323,23581966,7
0105323,0453228,7
0105323,2496397,7
0105323,8462477,7
0105323,8625456,7
0105323,26154754,7
0105323,0384847,7
0105323,50463365,7
0105323,18799880,7
0105323,0438881,7
0105323,0331648,7
0105323,77998511,7
0105323,118977607,7
0105323,1628323,7
0105323,20703656,7
0105323,2116666,7
0105323,2992856,7
0105323,109156745,7
0105323,0046969,7
0105323,15606552,7
0105323,1178390,7
0105323,24426762,7
4530422,0482513,7
4530422,2898520,7
4530422,2488512,7
4530422,77881167,7
4530422,5876717,7
4530422,22654354,7
4530422,28159509,7
4530422,2079400,7
4530422,12844960,7
4530422,3146136,7
4530422,17825945,7
4530422,4405474,7
4530422,7826013,7
4530422,0543054,7
4530422,89493617,7
4530422,73668075,7
4530422,40512810,7
4530422,27637510,7
4530422,22826047,7
4530422,40547513,7
4530422,40547513,7
4530422,83178856,7
4530422,12666537,7
4530422,26680166,7
4530422,12048299,7
0059885,2483625,7
0059885,0482513,7
0059885,1234929,7
0059885,0989035,7
0059885,3270789,7
0059885,4532636,7
0059885,17816293,7
0059885,20961309,7
0059885,23887409,7
0059885,2590596,7
0059885,2375356,7
0059885,0165374,7
0059885,3289328,7
0059885,1634796,7
0059885,5501912,7
0059885,11996903,7
0059885,57198382,7
0059885,2388657,7
0059885,15894423,7
0059885,4312425,7
0059885,2591501,7
0059885,2063414,7
4218696,22484170,7
4218696,58525162,7
4218696,15977902,7
4218696,48675674,7
4218696,6739749,7
4218696,102601261,7
4218696,12666537,7
4218696,1845755,7
4218696,28528605,7
4218696,5223663,7
4218696,32675370,7
4218696,41102004,7
4218696,59257667,7
4218696,54287257,7
4218696,84439928,7
4218696,68035904,7
4218696,53622332,7
4218696,46813373,7
4218696,70972435,7
4218696,35524779,7
4218696,69399658,7
4218696,17863437,7
4218696,62476240,7
4218696,77290288,7
4218696,119178469,7
1663662,0482513,7
1663662,77881167,7
1663662,5876717,7
1663662,1234929,7
1663662,13977076,7
1663662,28159509,7
1663662,2403537,7
1663662,0391152,7
1663662,22171966,7
1663662,0437174,7
1663662,0375636,7
1663662,1406466,7
1663662,6141756,7
1663662,20018357,7
1663662,26820801,7
1663662,27175177,7
1663662,67902729,7
1663662,17571044,7
1663662,58781741,7
1663662,5946448,7
1663662,1761695,7
1663662,26154754,7
1663662,4294858,7
1663662,11148131,7
1663662,79460801,7
0057129,2898520,7
0057129,4248714,7
0057129,2707735,7
0057129,3270789,7
0057129,1355507,7
0057129,69172350,7
0057129,33374263,7
0057129,4532636,7
0057129,26820801,7
0057129,12527639,7
0057129,1761695,7
0057129,1193248,7
0057129,3063013,7
0057129,65733095,7
0057129,0927750,7
0057129,35683824,7
0057129,97978800,7
0057129,2579541,7
0057129,19835265,7
0057129,4491531,7
0057129,108799802,7
0057129,1327543,7
0057129,4340008,7
0057129,2200871,7
0057129,2826075,7
1447972,0035842,7
1447972,0317399,7
1447972,3872142,7
1447972,102884681,7
1447972,45114504,7
1447972,23384638,7
1447972,9367797,7
0315642,20402944,7
0315642,20375346,7
0315642,24774941,7
0315642,56040762,7
0315642,52214123,7
0315642,28819630,7
0315642,51780635,7
0315642,36910665,7
0315642,6494598,7
0315642,116681362,7
0315642,19278414,7
0315642,65195412,7
0315642,24426762,7
0315642,37435673,7
0315642,56697455,7
0315642,45103731,7
0315642,67700483,7
0315642,23607028,7
0315642,33357687,7
0315642,34629376,7
0315642,40037966,7
0315642,47886505,7
0315642,116062787,7
0315642,58144645,7
0315642,64824266,7
0159097,4888011,7
0159097,0989035,7
0159097,0449021,7
0159097,0463200,7
0159097,33374263,7
0159097,0317399,7
0159097,8503729,7
0159097,3146136,7
0159097,17699578,7
0159097,0102816,7
0159097,5232724,7
0159097,2042633,7
0159097,6739749,7
0159097,8766134,7
0159097,24623283,7
0159097,0365713,7
0159097,0940861,7
0159097,81872808,7
0159097,97751573,7
0159097,0769600,7
0159097,0108786,7
0159097,60190079,7
0159097,56222262,7
0159097,31464766,7
0159097,3282620,7
0086250,0819382,7
0086250,4888011,7
0086250,0453068,7
0086250,0449021,7
0086250,0643062,7
0086250,1896124,7
0086250,23589178,7
0086250,23581966,7
0086250,0453228,7
0086250,3872142,7
0086250,17646017,7
0086250,20018357,7
0086250,2590596,7
0086250,6201371,7
0086250,19752191,7
0086250,0176092,7
0086250,29937976,7
0086250,1955998,7
0086250,0935583,7
0086250,1249454,7
0086250,1307882,7
0086250,13223958,7
0086250,100383623,7
0086250,2275832,7
0086250,1899620,7
0102975,2467618,7
0102975,3270789,7
0102975,1896124,7
0102975,1111192,7
0102975,107065132,7
0102975,1994077,7
0102975,39517558,7
0102975,1803589,7
0102975,5348015,7
0102975,5946448,7
0102975,0447031,7
0102975,15711750,7
0102975,0365713,7
0102975,0426613,7
0102975,54692175,7
0102975,1640094,7
0102975,1559834,7
0102975,30753782,7
0102975,1982609,7
0102975,0453497,7
0102975,98341434,7
0102975,16605446,7
0102975,0683496,7
0102975,0200275,7
0102975,83144881,7
0085255,2898520,7
0085255,2020269,7
0085255,9938570,7
0085255,1896124,7
0085255,33374263,7
0085255,1994077,7
0085255,2375356,7
0085255,1696608,7
0085255,1046557,7
0085255,0018365,7
0085255,34973289,7
0085255,76852524,7
0085255,0577656,7
0085255,23884867,7
0085255,1396261,7
0105698,0482513,7
0105698,2898520,7
0105698,2707735,7
0105698,1355507,7
0105698,0453228,7
0105698,0070535,7
0105698,0562732,7
0105698,74931296,7
0105698,8131454,7
0105698,2573153,7
0105698,31064494,7
0105698,5513934,7
0105698,2526572,7
0105698,20704805,7
0105698,6338197,7
0105698,71442732,7
0105698,6492841,7
0105698,33891133,7
5956100,22864666,7
5956100,26966190,7
5956100,51743781,7
5956100,79382602,7
5956100,73591289,7
5956100,71081076,7
5956100,76618741,7
5956100,69508104,7
5956100,94036341,7
5956100,63517998,7
5956100,78816839,7
1020072,0278527,7
1020072,1234929,7
1020072,2707735,7
1020072,0035842,7
1020072,0806494,7
1020072,0650255,7
1020072,23018536,7
1020072,6141756,7
1020072,20018357,7
1020072,1888886,7
1020072,28260582,7
1020072,2115026,7
