movie_id,user_id,rating
3495026,43025752,1
3495026,61913154,1
3495026,59791103,1
3495026,40804303,1
3495026,121929073,1
3495026,21020274,1
3495026,97769442,1
3495026,67978584,1
3495026,46811119,1
3495026,105976573,1
3495026,106813629,1
3495026,35471814,1
3495026,47748401,1
3495026,66220788,1
3495026,19810474,1
3495026,66443178,1
3495026,67585477,1
3495026,37126885,1
3495026,40949507,1
3495026,52762129,1
3495026,58005564,1
3495026,61545294,1
3495026,61569675,1
3495026,64378978,1
3495026,66445484,1
3495026,34087008,3
3495026,49159818,3
3495026,54439345,3
3495026,62571193,3
3495026,66349821,3
3495026,66495316,3
3495026,57213624,5
3495026,45019515,5
3495026,15534888,5
3495026,59507365,5
3495026,62107756,5
3495026,26270810,5
3495026,4502980,5
3495026,65957630,5
3495026,33658484,7
3495026,3763414,7
3495026,26240657,7
3495026,28819630,7
3495026,43502679,7
3495026,64282492,7
3495026,41281335,7
3495026,56697455,7
3495026,66219465,7
3495026,57319815,7
3495026,45103731,7
3495026,60964597,7
3495026,30670834,7
3495026,29901353,7
3495026,77741667,7
3495026,45910254,7
3495026,68712042,7
3495026,29063658,7
3495026,55036178,7
3495026,61551917,7
3495026,66562674,7
3495026,34439675,7
3495026,36748842,7
3495026,41588880,7
3495026,66562262,7
3495026,8503729,9
3495026,2115026,9
3495026,50463365,9
3495026,20375346,9
3495026,106666386,9
3495026,37435673,9
3495026,53007886,9
3495026,97700425,9
3495026,97700425,9
3495026,97700425,9
3495026,48776719,9
3495026,106737890,9
3495026,59559324,9
3495026,64706536,9
3495026,64380341,9
3495026,66472281,9
3495026,75646567,9
3495026,29213220,9
3495026,67073207,9
3495026,94916028,9
3495026,98716090,9
3495026,106825359,9
3495026,64492569,9
3495026,28016770,9
3495026,37726113,9
1504320,19490511,1
1504320,86082059,1
1504320,0253311,1
1504320,41277905,1
1504320,23741792,1
1504320,47726632,1
1504320,26448541,1
1504320,1836078,1
1504320,102890526,1
1504320,24702266,1
1504320,27719092,1
1504320,32339329,1
1504320,34999089,1
1504320,41518649,1
1504320,63084283,1
1504320,82308792,1
1504320,5371012,3
1504320,4910015,3
1504320,20698508,3
1504320,25468877,3
1504320,6597211,3
1504320,23359813,5
1504320,1090944,5
1504320,35067858,5
1504320,4061961,5
1504320,26226712,5
1504320,2655964,5
1504320,23896437,5
1504320,10000390,5
1504320,0773895,5
1504320,15389049,5
1504320,15811935,5
1504320,6002023,5
1504320,2815064,5
1504320,0482513,7
1504320,0449021,7
1504320,1048771,7
1504320,1174539,7
1504320,4532636,7
1504320,22484170,7
1504320,22171966,7
1504320,3967726,7
1504320,1773414,7
1504320,20018357,7
1504320,0855231,7
1504320,30163554,7
1504320,10334028,7
1504320,98906416,7
1504320,27077890,7
1504320,1893630,7
1504320,1419266,7
1504320,1046460,7
1504320,6321000,7
1504320,0915482,7
1504320,6879155,7
1504320,14255046,7
1504320,29589601,7
1504320,2573484,7
1504320,3798706,7
1504320,2467618,9
1504320,2483625,9
1504320,0278527,9
1504320,2488512,9
1504320,5876717,9
1504320,4888011,9
1504320,2707735,9
1504320,2542703,9
1504320,2171244,9
1504320,2860723,9
1504320,2860723,9
1504320,7813355,9
1504320,0033913,9
1504320,23483288,9
1504320,11423174,9
1504320,3146136,9
1504320,0437174,9
1504320,15977902,9
1504320,1697212,9
1504320,9927546,9
1504320,0345596,9
1504320,23055365,9
1504320,20961309,9
1504320,23018536,9
1504320,2444068,9
0099939,102463457,1
0099939,3620788,1
0099939,3620788,1
0099939,6693124,3
0099939,3508080,3
0099939,2031329,3
0099939,2732613,3
0099939,115010252,3
0099939,15896852,5
0099939,1399158,5
0099939,97741559,5
0099939,2788951,5
0099939,20605889,5
0099939,83717176,5
0099939,0832248,5
0099939,0017295,5
0099939,4688820,5
0099939,13382464,5
0099939,4861309,5
0099939,4445210,7
0099939,12844960,7
0099939,84924605,7
0099939,25312605,7
